t_s,v_kmh,P_wheel_kW,P_bus_kW,P_batt_kW,E_batt_kWh,P_regen_capt_kW
2382.5000,0.0000,0.0000,2.0000,7.8708,-0.1449,0.0000
2382.6000,0.0000,0.0000,2.0000,7.8708,-0.1447,0.0000
2382.7000,0.0000,0.0000,2.0000,7.8708,-0.1445,0.0000
2382.8000,0.0000,0.0000,2.0000,7.8708,-0.1443,0.0000
2382.9000,0.0000,0.0000,2.0000,7.8708,-0.1440,0.0000
2383.0000,0.0000,0.0000,2.0000,7.8708,-0.1438,0.0000
2383.1000,0.0000,0.0000,2.0000,7.8708,-0.1436,0.0000
2383.2000,0.0000,0.0000,2.0000,7.8708,-0.1434,0.0000
2383.3000,0.0000,0.0000,2.0000,7.8708,-0.1432,0.0000
2383.4000,0.0000,0.0000,2.0000,7.8708,-0.1429,0.0000
2383.5000,0.0000,0.0000,2.0000,7.8708,-0.1427,0.0000
2383.6000,0.0000,0.0000,2.0000,7.8708,-0.1425,0.0000
2383.7000,0.0000,0.0000,2.0000,7.8708,-0.1423,0.0000
2383.8000,0.0000,0.0000,2.0000,7.8708,-0.1421,0.0000
2383.9000,0.0000,0.0000,2.0000,7.8708,-0.1418,0.0000
2384.0000,0.0000,0.0000,2.0000,7.8708,-0.1416,0.0000
2384.1000,0.0000,0.0000,2.0000,7.8708,-0.1414,0.0000
2384.2000,0.0000,0.0000,2.0000,7.8708,-0.1412,0.0000
2384.3000,0.0000,0.0000,2.0000,7.8708,-0.1410,0.0000
2384.4000,0.0000,0.0000,2.0000,7.8708,-0.1408,0.0000
2384.5000,0.0000,0.0000,2.0000,7.8708,-0.1405,0.0000
2384.6000,0.0000,0.0000,2.0000,7.8708,-0.1403,0.0000
2384.7000,0.0000,0.0000,2.0000,7.8708,-0.1401,0.0000
2384.8000,0.0000,0.0000,2.0000,7.8708,-0.1399,0.0000
2384.9000,0.0000,0.0000,2.0000,7.8708,-0.1397,0.0000
2385.0000,0.0000,0.0000,2.0000,7.8708,-0.1394,0.0000
2385.1000,0.0000,0.0000,2.0000,7.8708,-0.1392,0.0000
2385.2000,0.0000,0.0000,2.0000,7.8708,-0.1390,0.0000
2385.3000,0.0000,0.0000,2.0000,7.8708,-0.1388,0.0000
2385.4000,0.0000,0.0000,2.0000,7.8708,-0.1386,0.0000
2385.5000,0.0000,0.0000,2.0000,7.8708,-0.1384,0.0000
2385.6000,0.0000,0.0000,2.0000,7.8708,-0.1381,0.0000
2385.7000,0.0000,0.0000,2.0000,7.8708,-0.1379,0.0000
2385.8000,0.0000,0.0000,2.0000,7.8708,-0.1377,0.0000
2385.9000,0.0000,0.0000,2.0000,7.8708,-0.1375,0.0000
2386.0000,0.0000,0.0000,2.0000,7.8708,-0.1373,0.0000
2386.1000,0.0000,0.0000,2.0000,7.8708,-0.1370,0.0000
2386.2000,0.0000,0.0000,2.0000,7.8708,-0.1368,0.0000
2386.3000,0.0000,0.0000,2.0000,7.8708,-0.1366,0.0000
2386.4000,0.0000,0.0000,2.0000,7.8708,-0.1364,0.0000
2386.5000,0.0000,0.0000,2.0000,7.8708,-0.1362,0.0000
2386.6000,0.0000,0.0000,2.0000,7.8708,-0.1359,0.0000
2386.7000,0.0000,0.0000,2.0000,7.8708,-0.1357,0.0000
2386.8000,0.0000,0.0000,2.0000,7.8708,-0.1355,0.0000
2386.9000,0.0000,0.0000,2.0000,7.8708,-0.1353,0.0000
2387.0000,0.0000,0.0000,2.0000,7.8708,-0.1351,0.0000
2387.1000,0.0000,0.0000,2.0000,7.8708,-0.1349,0.0000
2387.2000,0.0000,0.0000,2.0000,7.8708,-0.1346,0.0000
2387.3000,0.0000,0.0000,2.0000,7.8708,-0.1344,0.0000
2387.4000,0.0000,0.0000,2.0000,7.8708,-0.1342,0.0000
2387.5000,0.0000,0.0000,2.0000,7.8708,-0.1340,0.0000
2387.6000,0.0000,0.0000,2.0000,7.8708,-0.1338,0.0000
2387.7000,0.0000,0.0000,2.0000,7.8708,-0.1335,0.0000
2387.8000,0.0000,0.0000,2.0000,7.8708,-0.1333,0.0000
2387.9000,0.0000,0.0000,2.0000,7.8708,-0.1331,0.0000
2388.0000,0.0000,0.0000,2.0000,7.8708,-0.1329,0.0000
2388.1000,0.0000,0.0000,2.0000,7.8708,-0.1327,0.0000
2388.2000,0.0000,0.0000,2.0000,7.8708,-0.1324,0.0000
2388.3000,0.0000,0.0000,2.0000,7.8708,-0.1322,0.0000
2388.4000,0.0000,0.0000,2.0000,7.8708,-0.1320,0.0000
2388.5000,0.0000,0.0000,2.0000,7.8708,-0.1318,0.0000
2388.6000,0.0000,0.0000,2.0000,7.8708,-0.1316,0.0000
2388.7000,0.0000,0.0000,2.0000,7.8708,-0.1314,0.0000
2388.8000,0.0000,0.0000,2.0000,7.8708,-0.1311,0.0000
2388.9000,0.0000,0.0000,2.0000,7.8708,-0.1309,0.0000
2389.0000,0.0000,0.0000,2.0000,7.8708,-0.1307,0.0000
2389.1000,0.0000,0.0000,2.0000,7.8708,-0.1305,0.0000
2389.2000,0.0000,0.0000,2.0000,7.8708,-0.1303,0.0000
2389.3000,0.0000,0.0000,2.0000,7.8708,-0.1300,0.0000
2389.4000,0.0000,0.0000,2.0000,7.8708,-0.1298,0.0000
2389.5000,0.0000,0.0000,2.0000,7.8708,-0.1296,0.0000
2389.6000,0.0000,0.0000,2.0000,7.8708,-0.1294,0.0000
2389.7000,0.0000,0.0000,2.0000,7.8708,-0.1292,0.0000
2389.8000,0.0000,0.0000,2.0000,7.8708,-0.1290,0.0000
2389.9000,0.0000,0.0000,2.0000,7.8708,-0.1287,0.0000
2390.0000,0.0000,0.0000,2.0000,7.8708,-0.1285,0.0000
2390.1000,0.0000,0.0000,2.0000,7.8708,-0.1283,0.0000
2390.2000,0.0000,0.0000,2.0000,7.8708,-0.1281,0.0000
2390.3000,0.0000,0.0000,2.0000,7.8708,-0.1279,0.0000
2390.4000,0.0000,0.0000,2.0000,7.8708,-0.1276,0.0000
2390.5000,0.0000,0.0000,2.0000,7.8708,-0.1274,0.0000
2390.6000,0.0000,0.0000,2.0000,7.8708,-0.1272,0.0000
2390.7000,0.0000,0.0000,2.0000,7.8708,-0.1270,0.0000
2390.8000,0.0000,0.0000,2.0000,7.8708,-0.1268,0.0000
2390.9000,0.0000,0.0000,2.0000,7.8708,-0.1265,0.0000
2391.0000,0.0000,0.0000,2.0000,7.8708,-0.1263,0.0000
2391.1000,0.0000,0.0000,2.0000,7.8708,-0.1261,0.0000
2391.2000,0.0000,0.0000,2.0000,7.8708,-0.1259,0.0000
2391.3000,0.0000,0.0000,2.0000,7.8708,-0.1257,0.0000
2391.4000,0.0000,0.0000,2.0000,7.8708,-0.1255,0.0000
2391.5000,0.0000,0.0000,2.0000,7.8708,-0.1252,0.0000
2391.6000,0.0000,0.0000,2.0000,7.8708,-0.1250,0.0000
2391.7000,0.0000,0.0000,2.0000,7.8708,-0.1248,0.0000
2391.8000,0.0000,0.0000,2.0000,7.8708,-0.1246,0.0000
2391.9000,0.0000,0.0000,2.0000,7.8708,-0.1244,0.0000
2392.0000,0.0000,0.0000,2.0000,7.8708,-0.1241,0.0000
2392.1000,0.0000,0.0000,2.0000,7.8708,-0.1239,0.0000
2392.2000,0.0000,0.0000,2.0000,7.8708,-0.1237,0.0000
2392.3000,0.0000,0.0000,2.0000,7.8708,-0.1235,0.0000
2392.4000,0.0000,0.0000,2.0000,7.8708,-0.1233,0.0000
2392.5000,0.0000,0.0000,2.0000,7.8708,-0.1230,0.0000
2392.6000,0.0000,0.0000,2.0000,7.8708,-0.1228,0.0000
2392.7000,0.0000,0.0000,2.0000,7.8708,-0.1226,0.0000
2392.8000,0.0000,0.0000,2.0000,7.8708,-0.1224,0.0000
2392.9000,0.0000,0.0000,2.0000,7.8708,-0.1222,0.0000
2393.0000,0.0000,0.0000,2.0000,7.8708,-0.1220,0.0000
2393.1000,0.0000,0.0000,2.0000,7.8708,-0.1217,0.0000
2393.2000,0.0000,0.0000,2.0000,7.8708,-0.1215,0.0000
2393.3000,0.0000,0.0000,2.0000,7.8708,-0.1213,0.0000
2393.4000,0.0000,0.0000,2.0000,7.8708,-0.1211,0.0000
2393.5000,0.0000,0.0000,2.0000,7.8708,-0.1209,0.0000
2393.6000,0.0000,0.0000,2.0000,7.8708,-0.1206,0.0000
2393.7000,0.0000,0.0000,2.0000,7.8708,-0.1204,0.0000
2393.8000,0.0000,0.0000,2.0000,7.8708,-0.1202,0.0000
2393.9000,0.0000,0.0000,2.0000,7.8708,-0.1200,0.0000
2394.0000,0.0000,0.0000,2.0000,7.8708,-0.1198,0.0000
2394.1000,0.0000,0.0000,2.0000,7.8708,-0.1195,0.0000
2394.2000,0.0000,0.0000,2.0000,7.8708,-0.1193,0.0000
2394.3000,0.0000,0.0000,2.0000,7.8708,-0.1191,0.0000
2394.4000,0.0000,0.0000,2.0000,7.8708,-0.1189,0.0000
2394.5000,0.0000,0.0000,2.0000,7.8708,-0.1187,0.0000
2394.6000,0.0000,0.0000,2.0000,7.8708,-0.1185,0.0000
2394.7000,0.0000,0.0000,2.0000,7.8708,-0.1182,0.0000
2394.8000,0.0000,0.0000,2.0000,7.8708,-0.1180,0.0000
2394.9000,0.0000,0.0000,2.0000,7.8708,-0.1178,0.0000
2395.0000,0.0000,0.0000,2.0000,7.8708,-0.1176,0.0000
2395.1000,0.0000,0.0000,2.0000,7.8708,-0.1174,0.0000
2395.2000,0.0000,0.0000,2.0000,7.8708,-0.1171,0.0000
2395.3000,0.0000,0.0000,2.0000,7.8708,-0.1169,0.0000
2395.4000,0.0000,0.0000,2.0000,7.8708,-0.1167,0.0000
2395.5000,0.0000,0.0000,2.0000,7.8708,-0.1165,0.0000
2395.6000,0.0000,0.0000,2.0000,7.8708,-0.1163,0.0000
2395.7000,0.0000,0.0000,2.0000,7.8708,-0.1161,0.0000
2395.8000,0.0000,0.0000,2.0000,7.8708,-0.1158,0.0000
2395.9000,0.0000,0.0000,2.0000,7.8708,-0.1156,0.0000
2396.0000,0.0000,0.0000,2.0000,7.8708,-0.1154,0.0000
2396.1000,0.0000,0.0000,2.0000,7.8708,-0.1152,0.0000
2396.2000,0.0000,0.0000,2.0000,7.8708,-0.1150,0.0000
2396.3000,0.0000,0.0000,2.0000,7.8708,-0.1147,0.0000
2396.4000,0.0000,0.0000,2.0000,7.8708,-0.1145,0.0000
2396.5000,0.0000,0.0000,2.0000,7.8708,-0.1143,0.0000
2396.6000,0.0000,0.0000,2.0000,7.8708,-0.1141,0.0000
2396.7000,0.0000,0.0000,2.0000,7.8708,-0.1139,0.0000
2396.8000,0.0000,0.0000,2.0000,7.8708,-0.1136,0.0000
2396.9000,0.0000,0.0000,2.0000,7.8708,-0.1134,0.0000
2397.0000,0.0000,0.0000,2.0000,7.8708,-0.1132,0.0000
2397.1000,0.0000,0.0000,2.0000,7.8708,-0.1130,0.0000
2397.2000,0.0000,0.0000,2.0000,7.8708,-0.1128,0.0000
2397.3000,0.0000,0.0000,2.0000,7.8708,-0.1126,0.0000
2397.4000,0.0000,0.0000,2.0000,7.8708,-0.1123,0.0000
2397.5000,0.0000,0.0000,2.0000,7.8708,-0.1121,0.0000
2397.6000,0.0000,0.0000,2.0000,7.8708,-0.1119,0.0000
2397.7000,0.0000,0.0000,2.0000,7.8708,-0.1117,0.0000
2397.8000,0.0000,0.0000,2.0000,7.8708,-0.1115,0.0000
2397.9000,0.0000,0.0000,2.0000,7.8708,-0.1112,0.0000
2398.0000,0.0000,0.0000,2.0000,7.8708,-0.1110,0.0000
2398.1000,0.0000,0.0000,2.0000,7.8708,-0.1108,0.0000
2398.2000,0.0000,0.0000,2.0000,7.8708,-0.1106,0.0000
2398.3000,0.0000,0.0000,2.0000,7.8708,-0.1104,0.0000
2398.4000,0.0000,0.0000,2.0000,7.8708,-0.1101,0.0000
2398.5000,0.0000,0.0000,2.0000,7.8708,-0.1099,0.0000
2398.6000,0.0000,0.0000,2.0000,7.8708,-0.1097,0.0000
2398.7000,0.0000,0.0000,2.0000,7.8708,-0.1095,0.0000
2398.8000,0.0000,0.0000,2.0000,7.8708,-0.1093,0.0000
2398.9000,0.0000,0.0000,2.0000,7.8708,-0.1091,0.0000
2399.0000,0.0000,0.0000,2.0000,7.8708,-0.1088,0.0000
2399.1000,0.0000,0.0000,2.0000,7.8708,-0.1086,0.0000
2399.2000,0.0000,0.0000,2.0000,7.8708,-0.1084,0.0000
2399.3000,0.0000,0.0000,2.0000,7.8708,-0.1082,0.0000
2399.4000,0.0000,0.0000,2.0000,7.8708,-0.1080,0.0000
2399.5000,0.0000,0.0000,2.0000,7.8708,-0.1077,0.0000
2399.6000,0.0000,0.0000,2.0000,7.8708,-0.1075,0.0000
2399.7000,0.0000,0.0000,2.0000,7.8708,-0.1073,0.0000
2399.8000,0.0000,0.0000,2.0000,7.8708,-0.1071,0.0000
2399.9000,0.0000,0.0000,2.0000,7.8708,-0.1069,0.0000
2400.0000,0.0000,0.0000,2.0000,7.8708,-0.1067,0.0000
2400.1000,0.0000,0.0000,2.0000,7.8708,-0.1064,0.0000
2400.2000,0.0000,0.0000,2.0000,7.8708,-0.1062,0.0000
2400.3000,0.0000,0.0000,2.0000,7.8708,-0.1060,0.0000
2400.4000,0.0000,0.0000,2.0000,7.8708,-0.1058,0.0000
2400.5000,0.0000,0.0000,2.0000,7.8708,-0.1056,0.0000
2400.6000,0.0000,0.0000,2.0000,7.8708,-0.1053,0.0000
2400.7000,0.0000,0.0000,2.0000,7.8708,-0.1051,0.0000
2400.8000,0.0000,0.0000,2.0000,7.8708,-0.1049,0.0000
2400.9000,0.0000,0.0000,2.0000,7.8708,-0.1047,0.0000
2401.0000,0.0000,0.0000,2.0000,7.8708,-0.1045,0.0000
2401.1000,0.0000,0.0000,2.0000,7.8708,-0.1042,0.0000
2401.2000,0.0000,0.0000,2.0000,7.8708,-0.1040,0.0000
2401.3000,0.0000,0.0000,2.0000,7.8708,-0.1038,0.0000
2401.4000,0.0000,0.0000,2.0000,7.8708,-0.1036,0.0000
2401.5000,0.0000,0.0000,2.0000,7.8708,-0.1034,0.0000
2401.6000,0.0000,0.0000,2.0000,7.8708,-0.1032,0.0000
2401.7000,0.0000,0.0000,2.0000,7.8708,-0.1029,0.0000
2401.8000,0.0000,0.0000,2.0000,7.8708,-0.1027,0.0000
2401.9000,0.0000,0.0000,2.0000,7.8708,-0.1025,0.0000
2402.0000,0.0000,0.0000,2.0000,7.8708,-0.1023,0.0000
2402.1000,0.0000,0.0000,2.0000,7.8708,-0.1021,0.0000
2402.2000,0.0000,0.0000,2.0000,7.8708,-0.1018,0.0000
2402.3000,0.0000,0.0000,2.0000,7.8708,-0.1016,0.0000
2402.4000,0.0000,0.0000,2.0000,7.8708,-0.1014,0.0000
2402.5000,0.0000,0.0000,2.0000,7.8708,-0.1012,0.0000
2402.6000,0.0000,0.0000,2.0000,7.8708,-0.1010,0.0000
2402.7000,0.0000,0.0000,2.0000,7.8708,-0.1007,0.0000
2402.8000,0.0000,0.0000,2.0000,7.8708,-0.1005,0.0000
2402.9000,0.0000,0.0000,2.0000,7.8708,-0.1003,0.0000
2403.0000,0.0000,0.0000,2.0000,7.8708,-0.1001,0.0000
2403.1000,0.0000,0.0000,2.0000,7.8708,-0.0999,0.0000
2403.2000,0.0000,0.0000,2.0000,7.8708,-0.0997,0.0000
2403.3000,0.0000,0.0000,2.0000,7.8708,-0.0994,0.0000
2403.4000,0.0000,0.0000,2.0000,7.8708,-0.0992,0.0000
2403.5000,0.0000,0.0000,2.0000,7.8708,-0.0990,0.0000
2403.6000,0.0000,0.0000,2.0000,7.8708,-0.0988,0.0000
2403.7000,0.0000,0.0000,2.0000,7.8708,-0.0986,0.0000
2403.8000,0.0000,0.0000,2.0000,7.8708,-0.0983,0.0000
2403.9000,0.0000,0.0000,2.0000,7.8708,-0.0981,0.0000
2404.0000,0.0000,0.0000,2.0000,7.8708,-0.0979,0.0000
2404.1000,0.0000,0.0000,2.0000,7.8708,-0.0977,0.0000
2404.2000,0.0000,0.0000,2.0000,7.8708,-0.0975,0.0000
2404.3000,0.0000,0.0000,2.0000,7.8708,-0.0972,0.0000
2404.4000,0.0000,0.0000,2.0000,7.8708,-0.0970,0.0000
2404.5000,0.0000,0.0000,2.0000,7.8708,-0.0968,0.0000
2404.6000,0.0000,0.0000,2.0000,7.8708,-0.0966,0.0000
2404.7000,0.0000,0.0000,2.0000,7.8708,-0.0964,0.0000
2404.8000,0.0000,0.0000,2.0000,7.8708,-0.0962,0.0000
2404.9000,0.0000,0.0000,2.0000,7.8708,-0.0959,0.0000
2405.0000,0.0000,0.0000,2.0000,7.8708,-0.0957,0.0000
2405.1000,0.0000,0.0000,2.0000,7.8708,-0.0955,0.0000
2405.2000,0.0000,0.0000,2.0000,7.8708,-0.0953,0.0000
2405.3000,0.0000,0.0000,2.0000,7.8708,-0.0951,0.0000
2405.4000,0.0000,0.0000,2.0000,7.8708,-0.0948,0.0000
2405.5000,0.0000,0.0000,2.0000,7.8708,-0.0946,0.0000
2405.6000,0.0000,0.0000,2.0000,7.8708,-0.0944,0.0000
2405.7000,0.0000,0.0000,2.0000,7.8708,-0.0942,0.0000
2405.8000,0.0000,0.0000,2.0000,7.8708,-0.0940,0.0000
2405.9000,0.0000,0.0000,2.0000,7.8708,-0.0938,0.0000
2406.0000,0.0000,0.0000,2.0000,7.8708,-0.0935,0.0000
2406.1000,0.0000,0.0000,2.0000,7.8708,-0.0933,0.0000
2406.2000,0.0000,0.0000,2.0000,7.8708,-0.0931,0.0000
2406.3000,0.0000,0.0000,2.0000,7.8708,-0.0929,0.0000
2406.4000,0.0000,0.0000,2.0000,7.8708,-0.0927,0.0000
2406.5000,0.0000,0.0000,2.0000,7.8708,-0.0924,0.0000
2406.6000,0.0000,0.0000,2.0000,7.8708,-0.0922,0.0000
2406.7000,0.0000,0.0000,2.0000,7.8708,-0.0920,0.0000
2406.8000,0.0000,0.0000,2.0000,7.8708,-0.0918,0.0000
2406.9000,0.0000,0.0000,2.0000,7.8708,-0.0916,0.0000
2407.0000,0.0000,0.0000,2.0000,7.8708,-0.0913,0.0000
2407.1000,0.0000,0.0000,2.0000,7.8708,-0.0911,0.0000
2407.2000,0.0000,0.0000,2.0000,7.8708,-0.0909,0.0000
2407.3000,0.2299,0.3171,2.3663,7.5154,-0.0907,0.0000
2407.4000,0.4598,0.7275,2.8405,7.0555,-0.0905,0.0000
2407.5000,0.7663,1.5235,3.7600,6.1635,-0.0903,0.0000
2407.6000,1.1494,2.5186,4.9095,5.0485,-0.0902,0.0000
2407.7000,1.5326,3.3581,5.8794,4.1077,-0.0900,0.0000
2407.8000,1.9157,4.1977,6.8493,3.1670,-0.0899,0.0000
2407.9000,2.2988,5.0372,7.8191,2.2263,-0.0898,0.0000
2408.0000,2.6819,5.8766,8.7888,1.2856,-0.0898,0.0000
2408.1000,3.0650,6.7159,9.7584,0.3451,-0.0898,0.0000
2408.2000,3.4480,7.5550,10.7277,-0.6325,-0.0898,0.0000
2408.3000,3.8310,8.3938,11.6968,-1.6315,-0.0898,0.0000
2408.4000,4.2140,9.2323,12.6654,-2.6301,-0.0899,0.0000
2408.5000,4.5969,10.0703,13.6335,-3.6282,-0.0900,0.0000
2408.6000,4.9797,10.9078,14.6010,-4.6256,-0.0901,0.0000
2408.7000,5.3624,11.7446,15.5677,-5.6221,-0.0902,0.0000
2408.8000,5.7450,12.5805,16.5334,-6.6178,-0.0904,0.0000
2408.9000,6.1275,13.4156,17.4981,-7.6122,-0.0906,0.0000
2409.0000,6.5099,14.2495,18.4614,-8.6054,-0.0908,0.0000
2409.1000,6.8921,15.0821,19.4234,-9.5971,-0.0911,0.0000
2409.2000,7.2742,15.9134,20.3836,-10.5870,-0.0913,0.0000
2409.3000,7.6560,16.7429,21.3420,-11.5750,-0.0917,0.0000
2409.4000,8.0377,17.5707,22.2982,-12.5608,-0.0920,0.0000
2409.5000,8.4191,18.3964,23.2521,-13.5442,-0.0923,0.0000
2409.6000,8.8002,19.2199,24.2034,-14.5250,-0.0927,0.0000
2409.7000,9.1811,20.0409,25.1519,-15.5028,-0.0932,0.0000
2409.8000,9.5617,20.8592,26.0972,-16.4773,-0.0936,0.0000
2409.9000,9.9419,21.6745,27.0391,-17.4483,-0.0941,0.0000
2410.0000,10.3218,22.4867,27.9773,-18.4156,-0.0946,0.0000
2410.1000,10.7013,23.2953,28.9115,-19.3786,-0.0951,0.0000
2410.2000,11.0804,24.1002,29.8413,-20.3372,-0.0956,0.0000
2410.3000,11.4590,24.9011,30.7665,-21.2910,-0.0962,0.0000
2410.4000,11.8372,25.6976,31.6867,-22.2397,-0.0968,0.0000
2410.5000,12.2148,26.4896,32.6016,-23.1828,-0.0975,0.0000
2410.6000,12.5919,27.2766,33.5107,-24.1201,-0.0981,0.0000
2410.7000,12.9685,28.0584,34.4139,-25.0512,-0.0988,0.0000
2410.8000,13.3444,28.8346,35.3106,-25.9757,-0.0995,0.0000
2410.9000,13.7197,29.6049,36.2005,-26.8931,-0.1002,0.0000
2411.0000,14.0943,30.3691,37.0833,-27.8032,-0.1010,0.0000
2411.1000,14.4682,31.1267,37.9585,-28.7055,-0.1018,0.0000
2411.2000,14.8413,31.8774,38.8258,-29.5996,-0.1026,0.0000
2411.3000,15.2136,32.6210,39.6847,-30.4851,-0.1034,0.0000
2411.4000,15.5851,33.3569,40.5349,-31.3616,-0.1043,0.0000
2411.5000,15.9558,34.0849,41.3760,-32.2286,-0.1052,0.0000
2411.6000,16.3255,34.8047,42.2075,-33.0859,-0.1061,0.0000
2411.7000,16.6943,35.5159,43.0290,-33.9328,-0.1070,0.0000
2411.8000,17.0621,36.2180,43.8402,-34.7691,-0.1080,0.0000
2411.9000,17.4288,36.9109,44.6406,-35.5942,-0.1089,0.0000
2412.0000,17.7945,37.5940,45.4298,-36.4078,-0.1099,0.0000
2412.1000,18.1590,38.2672,46.2074,-37.2095,-0.1110,0.0000
2412.2000,18.5224,38.9299,46.9730,-37.9988,-0.1120,0.0000
2412.3000,18.8846,39.5819,47.7262,-38.7753,-0.1131,0.0000
2412.4000,19.2455,40.2228,48.4666,-39.5385,-0.1142,0.0000
2412.5000,19.6051,40.8522,49.1938,-40.2882,-0.1153,0.0000
2412.6000,19.9634,41.4699,49.9074,-41.0239,-0.1164,0.0000
2412.7000,20.3203,42.0755,50.6070,-41.7451,-0.1176,0.0000
2412.8000,20.6758,42.6687,51.2922,-42.4516,-0.1187,0.0000
2412.9000,21.0298,43.2491,51.9627,-43.1428,-0.1199,0.0000
2413.0000,21.3822,43.8165,52.6181,-43.8185,-0.1211,0.0000
2413.1000,21.7331,44.3704,53.2581,-44.4782,-0.1223,0.0000
2413.2000,22.0824,44.9107,53.8822,-45.1217,-0.1236,0.0000
2413.3000,22.4301,45.4370,54.4903,-45.7485,-0.1249,0.0000
2413.4000,22.7760,45.9491,55.0818,-46.3584,-0.1261,0.0000
2413.5000,23.1202,46.4467,55.6566,-46.9509,-0.1274,0.0000
2413.6000,23.4626,46.9295,56.2143,-47.5259,-0.1287,0.0000
2413.7000,23.8032,47.3972,56.7547,-48.0830,-0.1301,0.0000
2413.8000,24.1418,47.8497,57.2775,-48.6219,-0.1314,0.0000
2413.9000,24.4786,48.2868,57.7823,-49.1424,-0.1328,0.0000
2414.0000,24.8134,48.7081,58.2691,-49.6442,-0.1341,0.0000
2414.1000,25.1462,49.1136,58.7375,-50.1271,-0.1355,0.0000
2414.2000,25.4769,49.5029,59.1873,-50.5909,-0.1369,0.0000
2414.3000,25.8056,49.8761,59.6184,-51.0353,-0.1383,0.0000
2414.4000,26.1321,50.2329,60.0306,-51.4602,-0.1398,0.0000
2414.5000,26.4564,50.5732,60.4237,-51.8654,-0.1412,0.0000
2414.6000,26.7785,50.8968,60.7975,-52.2508,-0.1426,0.0000
2414.7000,27.0984,51.2037,61.1520,-52.6163,-0.1441,0.0000
2414.8000,27.4160,51.4937,61.4871,-52.9618,-0.1456,0.0000
2414.9000,27.7312,51.7668,61.8026,-53.2871,-0.1470,0.0000
2415.0000,28.0441,51.9939,62.0650,-53.5575,-0.1485,0.0000
2415.1000,28.3541,52.1192,62.2098,-53.7068,-0.1500,0.0000
2415.2000,28.6607,52.1176,62.2078,-53.7048,-0.1515,0.0000
2415.3000,28.9629,51.9913,62.0619,-53.5543,-0.1530,0.0000
2415.4000,29.2603,51.7428,61.7749,-53.2584,-0.1545,0.0000
2415.5000,29.5521,51.4056,61.3854,-52.8569,-0.1560,0.0000
2415.6000,29.8382,51.0410,60.9641,-52.4226,-0.1574,0.0000
2415.7000,30.1188,50.6779,60.5446,-51.9901,-0.1589,0.0000
2415.8000,30.3940,50.3164,60.1271,-51.5597,-0.1603,0.0000
2415.9000,30.6640,49.9567,59.7115,-51.1312,-0.1617,0.0000
2416.0000,30.9289,49.5987,59.2979,-50.7049,-0.1631,0.0000
2416.1000,31.1889,49.2425,58.8865,-50.2807,-0.1645,0.0000
2416.2000,31.4442,48.8883,58.4773,-49.8588,-0.1659,0.0000
2416.3000,31.6947,48.5360,58.0703,-49.4393,-0.1673,0.0000
2416.4000,31.9408,48.1857,57.6656,-49.0221,-0.1687,0.0000
2416.5000,32.1825,47.8375,57.2633,-48.6073,-0.1700,0.0000
2416.6000,32.4199,47.4913,56.8635,-48.1951,-0.1714,0.0000
2416.7000,32.6531,47.1474,56.4661,-47.7854,-0.1727,0.0000
2416.8000,32.8823,46.8056,56.0712,-47.3784,-0.1740,0.0000
2416.9000,33.1074,46.4660,55.6790,-46.9740,-0.1753,0.0000
2417.0000,33.3288,46.1287,55.2893,-46.5723,-0.1766,0.0000
2417.1000,33.5463,45.7938,54.9024,-46.1734,-0.1779,0.0000
2417.2000,33.7602,45.4611,54.5181,-45.7772,-0.1792,0.0000
2417.3000,33.9704,45.1309,54.1365,-45.3839,-0.1805,0.0000
2417.4000,34.1772,44.8030,53.7578,-44.9934,-0.1817,0.0000
2417.5000,34.3805,44.4775,53.3818,-44.6058,-0.1830,0.0000
2417.6000,34.5805,44.1545,53.0087,-44.2211,-0.1842,0.0000
2417.7000,34.7772,43.8340,52.6384,-43.8394,-0.1854,0.0000
2417.8000,34.9707,43.5160,52.2710,-43.4606,-0.1866,0.0000
2417.9000,35.1610,43.2005,51.9065,-43.0849,-0.1878,0.0000
2418.0000,35.3483,42.8875,51.5449,-42.7121,-0.1890,0.0000
2418.1000,35.5326,42.5770,51.1863,-42.3423,-0.1902,0.0000
2418.2000,35.7139,42.2691,50.8306,-41.9756,-0.1914,0.0000
2418.3000,35.8924,41.9638,50.4778,-41.6120,-0.1926,0.0000
2418.4000,36.0680,41.2125,49.6100,-40.7173,-0.1937,0.0000
2418.5000,36.2362,40.0530,48.2704,-39.3363,-0.1948,0.0000
2418.6000,36.3975,38.9551,47.0021,-38.0288,-0.1959,0.0000
2418.7000,36.5522,37.8181,45.6886,-36.6746,-0.1969,0.0000
2418.8000,36.6998,36.5774,44.2553,-35.1971,-0.1979,0.0000
2418.9000,36.8400,35.7736,43.3267,-34.2397,-0.1989,0.0000
2419.0000,36.9777,35.2522,42.7244,-33.6188,-0.1998,0.0000
2419.1000,37.1110,34.5559,41.9200,-32.7895,-0.2007,0.0000
2419.2000,37.2401,33.8654,41.1223,-31.9671,-0.2016,0.0000
2419.3000,37.3649,32.9988,40.1213,-30.9351,-0.2025,0.0000
2419.4000,37.4840,32.0054,38.9736,-29.7520,-0.2034,0.0000
2419.5000,37.5976,31.1922,38.0342,-28.7835,-0.2042,0.0000
2419.6000,37.7073,30.4442,37.1700,-27.8926,-0.2050,0.0000
2419.7000,37.8124,29.5273,36.1108,-26.8007,-0.2057,0.0000
