json_path,format,rendered
results/V2_on_VOLT-SUB/payload_m20/margin_pct_per_km_paired/max,+.2f,+31.99
results/V2_on_VOLT-SUB/payload_m20/margin_pct_per_payload_tkm_paired/min,+.2f,+31.51
results/V2_on_VOLT-SUB/payload_m20/margin_pct_per_payload_tkm_paired/median,+.2f,+31.81
results/V2_on_VOLT-SUB/payload_m20/margin_pct_per_payload_tkm_paired/max,+.2f,+31.99
results/V2_on_VOLT-SUB/cold_-10C/ruler/per_km/median,.4f,1.9266
results/V2_on_VOLT-SUB/cold_-10C/candidate/per_km/median,.4f,1.2883
results/V2_on_VOLT-SUB/cold_-10C/margin_pct_per_km_paired/min,+.2f,+32.81
results/V2_on_VOLT-SUB/cold_-10C/margin_pct_per_km_paired/median,+.2f,+33.14
results/V2_on_VOLT-SUB/cold_-10C/margin_pct_per_km_paired/max,+.2f,+33.37
results/V2_on_VOLT-SUB/cold_-10C/margin_pct_per_payload_tkm_paired/min,+.2f,+20.82
results/V2_on_VOLT-SUB/cold_-10C/margin_pct_per_payload_tkm_paired/median,+.2f,+21.21
results/V2_on_VOLT-SUB/cold_-10C/margin_pct_per_payload_tkm_paired/max,+.2f,+21.48
results/V2_on_VOLT-SUB/alt2000m_45C/ruler/per_km/median,.4f,1.8282
results/V2_on_VOLT-SUB/alt2000m_45C/candidate/per_km/median,.4f,1.1770
results/V2_on_VOLT-SUB/alt2000m_45C/margin_pct_per_km_paired/min,+.2f,+35.31
results/V2_on_VOLT-SUB/alt2000m_45C/margin_pct_per_km_paired/median,+.2f,+35.55
results/V2_on_VOLT-SUB/alt2000m_45C/margin_pct_per_km_paired/max,+.2f,+35.79
results/V2_on_VOLT-SUB/alt2000m_45C/margin_pct_per_payload_tkm_paired/min,+.2f,+23.77
results/V2_on_VOLT-SUB/alt2000m_45C/margin_pct_per_payload_tkm_paired/median,+.2f,+24.05
results/V2_on_VOLT-SUB/alt2000m_45C/margin_pct_per_payload_tkm_paired/max,+.2f,+24.33
results/V2_on_VOLT-SUB/nominal/margin_pct_per_payload_tkm_paired/min,+.2f,+21.71
results/V2_on_VOLT-REG/nominal/margin_pct_per_payload_tkm_paired/min,+.2f,-7.93
one_factor/rows/V1_on_VOLT-SUB/mass_payload_denominator/cost_pp,.2f,5.11
one_factor/rows/V1_on_VOLT-SUB/mass_payload_denominator/cost_pp_paired_median,.2f,5.13
one_factor/rows/V2_on_VOLT-REG/mass_payload_denominator/cost_pp,.2f,16.19
one_factor/rows/V2_on_VOLT-REG/mass_payload_denominator/cost_pp_paired_median,.2f,16.24
one_factor/rows/V1_on_VOLT-SUB/mass_payload_denominator/cost_pp_unpaired_r1_statistic_of_statistics,.2f,5.18
one_factor/rows/V2_on_VOLT-REG/mass_payload_denominator/cost_pp_unpaired_r1_statistic_of_statistics,.2f,16.34
one_factor/rows/V1_on_VOLT-SUB/regen/worth_pp,.2f,23.59
one_factor/rows/V1_on_VOLT-SUB/regen/worth_pp_paired_median,.2f,23.81
one_factor/rows/V2_on_VOLT-REG/regen/worth_pp,.2f,4.32
one_factor/rows/V2_on_VOLT-REG/regen/worth_pp_paired_median,.2f,4.90
one_factor/rows/V1_on_VOLT-SUB/regen/worth_pp_unpaired_r1_statistic_of_statistics,.2f,24.02
one_factor/rows/V2_on_VOLT-REG/regen/worth_pp_unpaired_r1_statistic_of_statistics,.2f,4.38
one_factor/rows/V1_on_VOLT-SUB/start_stop_engine_off/worth_pp,.2f,72.58
one_factor/rows/V1_on_VOLT-SUB/start_stop_engine_off/worth_pp_paired_median,.2f,74.39
one_factor/rows/V2_on_VOLT-REG/start_stop_engine_off/worth_pp,.2f,0.25
one_factor/rows/V2_on_VOLT-REG/start_stop_engine_off/worth_pp_paired_median,.2f,0.90
one_factor/rows/V1_on_VOLT-SUB/start_stop_engine_off/worth_pp_unpaired_r1_statistic_of_statistics,.2f,74.88
one_factor/rows/V2_on_VOLT-REG/start_stop_engine_off/worth_pp_unpaired_r1_statistic_of_statistics,.2f,0.31
one_factor/rows/V1_on_VOLT-SUB/start_stop_engine_off_pinned_variant/worth_pp,.2f,101.80
one_factor/rows/V1_on_VOLT-SUB/start_stop_engine_off_pinned_variant/worth_pp_paired_median,.2f,102.64
one_factor/rows/V2_on_VOLT-REG/start_stop_engine_off_pinned_variant/worth_pp,.2f,63.42
one_factor/rows/V2_on_VOLT-REG/start_stop_engine_off_pinned_variant/worth_pp_paired_median,.2f,64.68
one_factor/rows/V1_on_VOLT-SUB/start_stop_engine_off_pinned_variant/worth_pp_unpaired_r1_statistic_of_statistics,.2f,103.84
one_factor/rows/V2_on_VOLT-REG/start_stop_engine_off_pinned_variant/worth_pp_unpaired_r1_statistic_of_statistics,.2f,65.75
one_factor/rows/V1_on_VOLT-SUB/engine_operating_point/worth_pp,.2f,11.15
one_factor/rows/V1_on_VOLT-SUB/engine_operating_point/worth_pp_paired_median,.2f,11.36
one_factor/rows/V2_on_VOLT-REG/engine_operating_point/worth_pp,.2f,12.34
one_factor/rows/V2_on_VOLT-REG/engine_operating_point/worth_pp_paired_median,.2f,12.49
one_factor/rows/V1_on_VOLT-SUB/engine_operating_point/worth_pp_unpaired_r1_statistic_of_statistics,.2f,11.41
one_factor/rows/V2_on_VOLT-REG/engine_operating_point/worth_pp_unpaired_r1_statistic_of_statistics,.2f,12.59
one_factor/rows/V1_on_VOLT-SUB/engine_operating_point/ruler_duty_mean_effective_bsfc_g_per_kWh/median,.2f,261.35
one_factor/rows/V2_on_VOLT-REG/engine_operating_point/ruler_duty_mean_effective_bsfc_g_per_kWh/median,.2f,227.43
one_factor/rows/V1_on_VOLT-SUB/engine_operating_point/candidate_pinned_bsfc_g_per_kWh,.2f,228.72
one_factor/rows/V2_on_VOLT-REG/engine_operating_point/candidate_pinned_bsfc_g_per_kWh,.2f,203.62
one_factor/rows/V1_on_VOLT-SUB/engine_operating_point/ruler_idle_share_of_fuel_pct/median,.2f,13.70
report_prose_support/idle_time_pct_VOLT_SUB,.2f,44.64
report_prose_support/braking_pct_of_tractive_VOLT_REG,.2f,5.84
one_factor/rows/V2_on_VOLT-REG/start_stop_engine_off/worth_pp,.2f,0.25
one_factor/rows/V2_on_VOLT-REG/start_stop_engine_off_pinned_variant/worth_pp,.2f,63.42
one_factor/rows/V1_on_VOLT-SUB/start_stop_engine_off/worth_pp,.2f,72.58
thermal_and_rating_support/v1_genset_on_fraction_median,.3f,0.335
thermal_and_rating_support/v1_genset_starts_per_cycle_median,.0f,2
thermal_and_rating_support/v1_mean_engine_off_block_min,.0f,19
results/V1_on_VOLT-SUB/payload_p20/margin_pct_per_payload_tkm_paired/min,+.2f,+22.84
results/V2_on_VOLT-REG/payload_p20/margin_pct_per_payload_tkm_paired/min,+.2f,+6.27
results/V1_on_VOLT-SUB/payload_m20/margin_pct_per_payload_tkm_paired/min,+.2f,+24.66
results/V2_on_VOLT-REG/payload_m20/margin_pct_per_payload_tkm_paired/min,+.2f,+7.21
results/V1_on_VOLT-SUB/cold_-10C/margin_pct_per_payload_tkm_paired/min,+.2f,+19.12
results/V2_on_VOLT-REG/cold_-10C/margin_pct_per_payload_tkm_paired/min,+.2f,-8.77
results/V1_on_VOLT-SUB/alt2000m_45C/margin_pct_per_payload_tkm_paired/min,+.2f,+22.27
results/V2_on_VOLT-REG/alt2000m_45C/margin_pct_per_payload_tkm_paired/min,+.2f,-3.52
results/V2_on_VOLT-REG/climb_10km_6pct/margin_pct_per_payload_tkm_paired/min,+.2f,-9.98
results/V2_on_VOLT-REG/payload_p20/margin_pct_per_payload_tkm_paired/min,+.2f,+6.27
results/V2_on_VOLT-REG/nominal/margin_pct_per_payload_tkm_paired/min,+.2f,-7.93
payload_corner_reading_variant/variant/V2_on_VOLT-REG/payload_p20_own/margin_pct_per_payload_tkm_paired/min,+.2f,-7.73
payload_corner_reading_variant/variant/V2_on_VOLT-REG/payload_m20_own/margin_pct_per_payload_tkm_paired/min,+.2f,-7.57
payload_corner_reading_variant/variant/V1_on_VOLT-SUB/payload_p20_own/margin_pct_per_payload_tkm_paired/min,+.2f,+19.44
payload_corner_reading_variant/variant/V1_on_VOLT-SUB/payload_m20_own/margin_pct_per_payload_tkm_paired/min,+.2f,+20.51
cold_cab_heat_bracket/V1_on_VOLT-SUB/aux_kW_used/median,.2f,3.81
cold_cab_heat_bracket/V1_on_VOLT-SUB/margin_ordered_corner,+.2f,+19.12
cold_cab_heat_bracket/V1_on_VOLT-SUB/margin_pct_per_payload_tkm_paired/min,+.2f,+4.72
cold_cab_heat_bracket/V2_on_VOLT-REG/margin_ordered_corner,+.2f,-8.77
cold_cab_heat_bracket/V2_on_VOLT-REG/margin_pct_per_payload_tkm_paired/min,+.2f,-11.58
cold_cab_heat_bracket/V1_on_VOLT-SUB/margin_pct_per_payload_tkm_paired_r1_single_pass_smear/min,+.2f,+2.64
cold_cab_heat_bracket/V1_on_VOLT-SUB/margin_pct_per_payload_tkm_paired/min,+.2f,+4.72
cold_cab_heat_bracket/V1_on_VOLT-SUB/margin_pct_per_payload_tkm_paired_no_waste_heat_credit_worst/min,+.2f,-5.42
cold_cab_heat_bracket/V1_on_VOLT-SUB/margin_pct_per_payload_tkm_paired_no_waste_heat_credit_worst/min,+.2f,-5.42
cold_cab_heat_bracket/V1_on_VOLT-SUB/margin_pct_per_payload_tkm_paired/min,+.2f,+4.72
cold_cab_heat_bracket/V2_on_VOLT-REG/margin_pct_per_payload_tkm_paired_r1_single_pass_smear/min,+.2f,-11.58
cold_cab_heat_bracket/V2_on_VOLT-REG/margin_pct_per_payload_tkm_paired/min,+.2f,-11.58
cold_cab_heat_bracket/V2_on_VOLT-REG/margin_pct_per_payload_tkm_paired_no_waste_heat_credit_worst/min,+.2f,-15.62
cold_corner_both_pending_items/rows/V1_on_VOLT-SUB/margin_ordered_corner,+.2f,+19.12
results/V1_on_VOLT-SUB/cold_-10C/margin_pct_per_payload_tkm_paired/median,+.2f,+19.81
cold_cab_heat_bracket/V1_on_VOLT-SUB/margin_pct_per_payload_tkm_paired_r1_single_pass_smear/min,+.2f,+2.64
cold_cab_heat_bracket/V1_on_VOLT-SUB/margin_pct_per_payload_tkm_paired_r1_single_pass_smear/median,+.2f,+3.53
cold_corner_both_pending_items/rows/V1_on_VOLT-SUB/margin_cold_cab_heat_only,+.2f,+4.72
cold_cab_heat_bracket/V1_on_VOLT-SUB/margin_pct_per_payload_tkm_paired/median,+.2f,+5.01
cold_cab_heat_bracket/V1_on_VOLT-SUB/margin_pct_per_payload_tkm_paired_no_waste_heat_credit_worst/min,+.2f,-5.42
cold_cab_heat_bracket/V1_on_VOLT-SUB/margin_pct_per_payload_tkm_paired_no_waste_heat_credit_worst/median,+.2f,-4.61
cold_corner_both_pending_items/rows/V1_on_VOLT-SUB/margin_cold_cda_only_pct/min,+.2f,+16.56
cold_corner_both_pending_items/rows/V1_on_VOLT-SUB/margin_cold_cda_only_pct/median,+.2f,+17.15
cold_corner_both_pending_items/rows/V1_on_VOLT-SUB/margin_pct_per_payload_tkm_paired/min,+.2f,+3.66
cold_corner_both_pending_items/rows/V1_on_VOLT-SUB/margin_pct_per_payload_tkm_paired/median,+.2f,+4.05
cold_corner_both_pending_items/rows/V2_on_VOLT-REG/margin_pct_per_payload_tkm_paired/min,+.2f,-13.65
climb_insert/demanded_speed_kmh,.2f,94.95
sustained_6pct_capability/ruler_kmh,.2f,82.01
sustained_6pct_capability/V2_kmh,.2f,74.63
trip_time_r38/V1_on_VOLT-SUB[nominal]/ruler_trip_time_s/median,.2f,3490.80
trip_time_r38/V1_on_VOLT-SUB[nominal]/candidate_trip_time_s/median,.2f,3490.80
trip_time_r38/V1_on_VOLT-SUB[nominal]/ratio_worst,.5f,1.00000
trip_time_r38/V1_on_VOLT-SUB[nominal]/pct_worse_than_ruler_worst,+.3f,+0.000
trip_time_r38/V2_on_VOLT-REG[nominal]/ruler_trip_time_s/median,.2f,6582.39
trip_time_r38/V2_on_VOLT-REG[nominal]/candidate_trip_time_s/median,.2f,6577.05
trip_time_r38/V2_on_VOLT-REG[nominal]/ratio_worst,.5f,0.99934
trip_time_r38/V2_on_VOLT-REG[nominal]/pct_worse_than_ruler_worst,+.3f,-0.066
trip_time_r38/V2_on_VOLT-REG[climb_10km_6pct]/ruler_trip_time_s/median,.2f,7029.65
trip_time_r38/V2_on_VOLT-REG[climb_10km_6pct]/candidate_trip_time_s/median,.2f,7026.81
trip_time_r38/V2_on_VOLT-REG[climb_10km_6pct]/ratio_worst,.5f,0.99985
trip_time_r38/V2_on_VOLT-REG[climb_10km_6pct]/pct_worse_than_ruler_worst,+.3f,-0.015
sustained_6pct_capability/forward_pass_reconciliation/rows/V2_on_VOLT-REG[climb_10km_6pct]/ruler_forward_pass_kmh,.2f,82.01
sustained_6pct_capability/forward_pass_reconciliation/rows/V2_on_VOLT-REG[climb_10km_6pct]/ruler_closed_form_kmh,.2f,82.01
sustained_6pct_capability/forward_pass_reconciliation/rows/V2_on_VOLT-REG[climb_10km_6pct]/ruler_abs_difference_kmh,.3f,0.000
sustained_6pct_capability/forward_pass_reconciliation/rows/V2_on_VOLT-REG[climb_10km_6pct]/candidate_forward_pass_kmh,.2f,74.93
sustained_6pct_capability/forward_pass_reconciliation/rows/V2_on_VOLT-REG[climb_10km_6pct]/candidate_closed_form_kmh,.2f,74.63
sustained_6pct_capability/forward_pass_reconciliation/rows/V2_on_VOLT-REG[climb_10km_6pct]/candidate_abs_difference_kmh,.3f,0.302
sustained_6pct_capability/forward_pass_reconciliation/tolerance_kmh,.1f,1.0
sustained_6pct_capability/ruler_kmh,.2f,82.01
sustained_6pct_capability/V2_kmh,.2f,74.63
sustained_6pct_capability/V2_genset_bus_kW_continuous,.2f,126.91
sustained_6pct_capability/V1_kmh,.2f,31.76
report_prose_support/ws1_v1_sustained_6pct_kmh,.1f,30.2
sustained_6pct_capability/forward_pass_reconciliation/rows/V2_on_VOLT-REG[climb_10km_6pct]/ruler_forward_pass_kmh,.2f,82.01
sustained_6pct_capability/forward_pass_reconciliation/rows/V2_on_VOLT-REG[climb_10km_6pct]/candidate_forward_pass_kmh,.2f,74.93
trip_time_r38/V2_on_VOLT-REG[climb_10km_6pct]/pct_worse_than_ruler_worst,.2f,-0.02
interface_ws11/capability_and_limit_worst_case/V2_on_VOLT-REG/candidate_worst_soc_min,.3f,0.000
interface_ws11/capability_and_limit_worst_case/V2_on_VOLT-REG/candidate_worst_unserved_bus_kWh,.3f,1.720
climb_insert/demanded_speed_kmh,.2f,94.95
report_prose_support/ws1_climb_posing_speed_kmh,.1f,85.0
declared_choice_brackets/climb_splice_speed_bracket/V2_margin_at_85kmh_climb/min,+.2f,-10.09
declared_choice_brackets/climb_splice_speed_bracket/V2_margin_at_ordered_climb_min,+.2f,-9.98
interface_ws11/capability_and_limit_worst_case/V2_on_VOLT-REG/candidate_continuous_rating_kW,.0f,132
interface_ws11/capability_and_limit_worst_case/V2_on_VOLT-REG/candidate_cases_above_continuous_rating,raw,6
interface_ws11/capability_and_limit_worst_case/V2_on_VOLT-REG/candidate_cases_total,raw,6
thermal_and_rating_support/v2_nominal_s_above_continuous_rating,.1f,146.5
thermal_and_rating_support/v2_nominal_kWh_above_continuous_rating,.3f,0.624
interface_ws11/capability_and_limit_worst_case/V2_on_VOLT-REG/candidate_emergency_ceiling_kW,.1f,148.7
interface_ws11/capability_and_limit_worst_case/V2_on_VOLT-REG/candidate_worst_soc_min,.3f,0.000
interface_ws11/capability_and_limit_worst_case/V2_on_VOLT-REG/candidate_worst_unserved_bus_kWh,.3f,1.720
interface_ws11/capability_and_limit_worst_case/V2_on_VOLT-REG/ruler_worst_capability_infeasible_s,.1f,555.6
interface_ws11/capability_and_limit_worst_case/V2_on_VOLT-REG/ruler_worst_unserved_wheel_kWh,.3f,3.258
declared_choice_brackets/emergency_band_at_continuous_rating_bracket/rows/V2_on_VOLT-REG/nominal/margin_ordered_pct_min,+.2f,-7.93
declared_choice_brackets/emergency_band_at_continuous_rating_bracket/rows/V2_on_VOLT-REG/nominal/margin_pct_per_payload_tkm_paired/min,+.2f,-7.74
declared_choice_brackets/emergency_band_at_continuous_rating_bracket/rows/V2_on_VOLT-REG/nominal/shift_pp_paired_min,.3f,0.000
declared_choice_brackets/emergency_band_at_continuous_rating_bracket/rows/V2_on_VOLT-REG/nominal/shift_pp_paired_median,.3f,0.028
declared_choice_brackets/emergency_band_at_continuous_rating_bracket/rows/V2_on_VOLT-REG/nominal/shift_pp_paired_max,.3f,0.183
declared_choice_brackets/emergency_band_at_continuous_rating_bracket/rows/V2_on_VOLT-REG/nominal/shift_pp_unpaired_statistic_of_statistics,.3f,0.183
declared_choice_brackets/emergency_band_at_continuous_rating_bracket/rows/V2_on_VOLT-REG/climb_10km_6pct/margin_ordered_pct_min,+.2f,-9.98
declared_choice_brackets/emergency_band_at_continuous_rating_bracket/rows/V2_on_VOLT-REG/climb_10km_6pct/margin_pct_per_payload_tkm_paired/min,+.2f,-9.26
declared_choice_brackets/emergency_band_at_continuous_rating_bracket/rows/V2_on_VOLT-REG/climb_10km_6pct/shift_pp_paired_min,.3f,0.580
declared_choice_brackets/emergency_band_at_continuous_rating_bracket/rows/V2_on_VOLT-REG/climb_10km_6pct/shift_pp_paired_median,.3f,0.604
declared_choice_brackets/emergency_band_at_continuous_rating_bracket/rows/V2_on_VOLT-REG/climb_10km_6pct/shift_pp_paired_max,.3f,0.724
declared_choice_brackets/emergency_band_at_continuous_rating_bracket/rows/V2_on_VOLT-REG/climb_10km_6pct/shift_pp_unpaired_statistic_of_statistics,.3f,0.724
declared_choice_brackets/emergency_band_at_continuous_rating_bracket/rows/V2_on_VOLT-REG/nominal/shift_pp_unpaired_statistic_of_statistics,.3f,0.183
advance_kill/criterion/statement,raw,"ADVANCE only if >= 3% better than the ruler on the candidate's design duty at nominal, ensemble-min, AND >= 0% at every corner. Metric: fuel energy per payload tonne-km, paired per-seed."
advance_kill/verdicts/V1_on_VOLT-SUB/verdict,raw,ADVANCE
advance_kill/verdicts/V1_on_VOLT-SUB/nominal_margin_pct_min,+.2f,+20.11
advance_kill/verdicts/V1_on_VOLT-SUB/nominal_margin_pct_min_governing_case,raw,seed 4 of the enumerated 8-seed VOLT-SUB ensemble
advance_kill/verdicts/V1_on_VOLT-SUB/nominal_margin_pct_median,+.2f,+20.83
advance_kill/verdicts/V1_on_VOLT-SUB/nominal_margin_pct_max,+.2f,+21.13
advance_kill/verdicts/V1_on_VOLT-SUB/margin_vs_nominal_bar_pp,+.2f,+17.11
advance_kill/verdicts/V1_on_VOLT-SUB/worst_corner_margin_pct,+.2f,+19.12
advance_kill/verdicts/V1_on_VOLT-SUB/worst_corner_governing_case,raw,"cold_-10C (min over the enumerated corner set ['alt2000m_45C', 'cold_-10C', 'payload_m20', 'payload_p20']), itself at seed 4 of the enumerated 8-seed VOLT-SUB ensemble"
advance_kill/verdicts/V1_on_VOLT-SUB/margin_vs_corner_bar_pp,+.2f,+19.12
trip_time_r38/V1_on_VOLT-SUB[nominal]/pct_worse_than_ruler_worst,+.3f,+0.000
advance_kill/verdicts/V2_on_VOLT-REG/verdict,raw,KILL
advance_kill/verdicts/V2_on_VOLT-REG/nominal_margin_pct_min,+.2f,-7.93
advance_kill/verdicts/V2_on_VOLT-REG/nominal_margin_pct_min_governing_case,raw,seed 5 of the enumerated 8-seed VOLT-REG ensemble
advance_kill/verdicts/V2_on_VOLT-REG/nominal_margin_pct_median,+.2f,-7.27
advance_kill/verdicts/V2_on_VOLT-REG/nominal_margin_pct_max,+.2f,-6.93
advance_kill/verdicts/V2_on_VOLT-REG/margin_vs_nominal_bar_pp,+.2f,-10.93
advance_kill/verdicts/V2_on_VOLT-REG/worst_corner_margin_pct,+.2f,-9.98
advance_kill/verdicts/V2_on_VOLT-REG/worst_corner_governing_case,raw,"climb_10km_6pct (min over the enumerated corner set ['alt2000m_45C', 'climb_10km_6pct', 'cold_-10C', 'payload_m20', 'payload_p20']), itself at seed 5 of the enumerated 8-seed VOLT-REG+CLIMB ensemble"
advance_kill/verdicts/V2_on_VOLT-REG/margin_vs_corner_bar_pp,+.2f,-9.98
trip_time_r38/V2_on_VOLT-REG[nominal]/pct_worse_than_ruler_worst,+.3f,-0.066
report_prose_support/v2_break_even_overshoot_kg,.0f,195
ruler_calibration/anchor_set_r14/members/all_model_years/residual_vs_model_headline_pct,.2f,-31.69
ruler_calibration/anchor_set_r14/members/fourhk1_era/residual_vs_model_headline_pct,.2f,-40.10
ruler_fuel_flip_points/cases/V1_on_VOLT-SUB/_verdict_reading/multiplier_to_draw,.4f,0.7989
ruler_fuel_flip_points/cases/V1_on_VOLT-SUB/_verdict_reading/pct_ruler_fuel_error_to_draw,+.2f,-20.11
ruler_fuel_flip_points/cases/V1_on_VOLT-SUB/_verdict_reading/multiplier_to_3pct_bar,.4f,0.8236
ruler_fuel_flip_points/cases/V1_on_VOLT-SUB/_verdict_reading/pct_ruler_fuel_error_to_3pct_bar,+.2f,-17.64
ruler_fuel_flip_points/cases/V2_on_VOLT-REG/_verdict_reading/multiplier_to_draw,.4f,1.0693
ruler_fuel_flip_points/cases/V2_on_VOLT-REG/_verdict_reading/pct_ruler_fuel_error_to_draw,+.2f,+6.93
ruler_fuel_flip_points/cases/V2_on_VOLT-REG/_verdict_reading/multiplier_to_3pct_bar,.4f,1.1024
ruler_fuel_flip_points/cases/V2_on_VOLT-REG/_verdict_reading/pct_ruler_fuel_error_to_3pct_bar,+.2f,+10.24
ruler_fuel_flip_points/cases/V2_on_VOLT-REG/_verdict_reading/pct_ruler_fuel_error_to_draw,+.2f,+6.93
ruler_fuel_flip_points/cases/V2_on_VOLT-REG/_verdict_reading/pct_ruler_fuel_error_to_draw,+.2f,+6.93
interface_ws11/verdict_robustness/rows/V1_on_VOLT-SUB/pessimistic_min,+.2f,+37.78
cold_corner_both_pending_items/rows/V1_on_VOLT-SUB/margin_pct_per_payload_tkm_paired/min,+.2f,+3.66
cold_cab_heat_bracket/V1_on_VOLT-SUB/margin_pct_per_payload_tkm_paired_no_waste_heat_credit_worst/min,+.2f,-5.42
one_factor/rows/V1_on_VOLT-SUB/start_stop_engine_off/worth_pp,.2f,72.58
report_prose_support/v2_break_even_overshoot_kg,.0f,195
ruler_fuel_flip_points/cases/V2_on_VOLT-REG/_verdict_reading/pct_ruler_fuel_error_to_draw,+.2f,+6.93
interface_ws11/verdicts/V1_on_VOLT-SUB/verdict,raw,ADVANCE
interface_ws11/verdicts/V1_on_VOLT-SUB/nominal_margin_pct_min,.6f,20.114012
interface_ws11/verdicts/V1_on_VOLT-SUB/worst_corner_margin_pct,.6f,19.124037
interface_ws11/verdicts/V2_on_VOLT-REG/verdict,raw,KILL
interface_ws11/verdicts/V2_on_VOLT-REG/nominal_margin_pct_min,.6f,-7.925180
interface_ws11/verdicts/V2_on_VOLT-REG/worst_corner_margin_pct,.6f,-9.978769
interface_ws11/masses/payload_at_gvw_kg/ruler,.0f,2900
interface_ws11/masses/payload_at_gvw_kg/V1,.0f,2712
interface_ws11/masses/payload_at_gvw_kg/V2,.0f,2461
interface_ws11/sustained_6pct_capability_kmh/worst_case_value,.2f,31.76
interface_ws11/sustained_6pct_capability_kmh/governing_case,raw,V1
interface_ws11/ws4_hot_swap_seam/max_abs_difference,.1e,0.0e+00
interface_ws11/verdict_robustness/rows/V2_on_VOLT-REG/pessimistic_min,.6f,0.132394
interface_ws11/ruler_fuel_flip_points/V2_on_VOLT-REG/pct_ruler_fuel_error_to_draw,.6f,6.933008
interface_ws11/ruler_fuel_flip_points/V1_on_VOLT-SUB/pct_ruler_fuel_error_to_3pct_bar,.6f,-17.643311
interface_ws11/ruler/anchor/worst_residual_vs_model_pct,.4f,-40.0986
interface_ws11/ruler/anchor/worst_residual_governing_case,raw,fourhk1_era (min over the enumerated two-member anchor set)
interface_ws11/ruler/anchor/calibrate_order_satisfied,raw,False
interface_ws11/cold_corner_pending_items/V1_on_VOLT-SUB/with_cab_heat_and_CdA_5p4_pct,.6f,3.662211
interface_ws11/capability_and_limit_worst_case/V2_on_VOLT-REG/candidate_worst_unserved_bus_kWh,.4f,1.7204
interface_ws11/ruler_idle/fuel_l_per_h,.3f,1.202
input_vintages/ws4_series_duty_v2/status,raw,live_design_input
input_vintages/ws4_series_duty_v2/usable_bus_kWh,.6f,11.083608
input_vintages/ws4_series_duty_v2/gate_g1_archived_status,raw,executed_kill_2026-08-30
input_vintages/ws2_chain_of_record/ws2_rework_round,raw,4
input_vintages/ws2_chain_of_record/map_file,raw,data/effmap_motor_inverter_662V.csv
input_vintages/ws2_chain_of_record/map_voltage_V,.0f,662
input_vintages/ws2_chain_of_record/ratio,raw,10.0
input_vintages/ws3_pack/usable_bus_kWh,.6f,11.083608
input_vintages/ws3_pack/mass_kg,.2f,280.52
input_vintages/ws3_pack/v1_genset_hysteresis_kWh,.2f,3.00
ws4_regression/max_abs_difference,.1e,0.0e+00
ws4_esc10_exposure_as_read/vintage_pins_slash_free/ws4_results_json,raw,b02a6c82fbbe8d3e006fb1d756fbee51b2cb04f50e4281c65e04c97e63876d0b
ws4_esc10_exposure_as_read/vintage_pins_slash_free/ws4_sim_py,raw,de25e3da1fd2bb1ae5c8be3b590bd7f51c7cbba3143306957e0965b87a191632
ws4_esc10_exposure_as_read/union_worst_over_rating_s,.1f,287.1
ws4_esc10_exposure_as_read/ordered_set_worst_over_rating_s,.1f,250.0
ws4_esc10_exposure_as_read/engine_shaft_peak_pct_of_continuous_rating_worst,.2f,112.03
sanity_checks/upstream_pin_crosscheck/shared_pin_count,.0f,9
sanity_checks/cruise_85kmh_wheel_kW,.2f,46.93
sanity_checks/ws1_crosscheck_wheel_kW,.2f,46.93
sanity_checks/ws1_baseline_says,raw,"~2.0 kN, ~47 kW"
sanity_checks/ruler_engine_rpm_at_85kmh_top_gear,.0f,1749
sanity_checks/ruler_engine_rpm_at_100kmh_top_gear,.0f,2057
sustained_6pct_capability/V1_kmh,.2f,31.76
report_prose_support/ws1_v1_sustained_6pct_kmh,.1f,30.2
interface_ws11/ruler_idle/rpm,.0f,700
interface_ws11/ruler_idle/fuel_g_per_s,.4f,0.2778
interface_ws11/ruler_idle/fuel_l_per_h,.3f,1.202
interface_ws11/ruler_idle/share_of_VOLT_SUB_fuel_pct,.2f,13.70
report_prose_support/idle_time_pct_VOLT_SUB,.2f,44.64
sustained_6pct_capability/forward_pass_reconciliation/rows/V2_on_VOLT-REG[climb_10km_6pct]/candidate_abs_difference_kmh,.3f,0.302
sanity_checks/per_km_vs_per_payload_identity/max_abs_residual,.3e,4.441e-16
ws4_regression/max_abs_difference,.1e,0.0e+00
report_prose_support/r22d_spin_member_pp_of_cycle_fuel,.4f,0.0004
declared_choice_brackets/derated_load_fraction_convention/rows/V2_on_VOLT-REG/shift_pp,.3f,0.098
declared_choice_brackets/derated_load_fraction_convention/rows/V1_on_VOLT-SUB/shift_pp,.3f,-0.088
thermal_and_rating_support/v1_genset_on_fraction_median,.3f,0.335
thermal_and_rating_support/v1_genset_starts_per_cycle_median,.0f,2
thermal_and_rating_support/v1_mean_engine_off_block_min,.0f,19
escalations/0/id,raw,ESC-1
escalations/0/title,raw,"The only public NPR fuel-economy reference I could obtain is a crowdsourced in-use aggregate, and it cannot calibrate a drive cycle"
escalations/0/challenges,raw,the assignment's ruler-anchor requirement
