json_path,format,rendered
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|pin|ensemble|unserved_kwh_max","{:.4f}","0.0013"
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|two_point|ensemble|unserved_kwh_max","{:.4f}","0.0068"
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|load_follow|ensemble|unserved_kwh_max","{:.4f}","0.0000"
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|pin|ensemble|unserved_wheel_kwh_max","{:.4f}","0.0000"
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|two_point|ensemble|unserved_wheel_kwh_max","{:.4f}","0.0000"
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|load_follow|ensemble|unserved_wheel_kwh_max","{:.4f}","0.0000"
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|pin|ensemble|dispatch_limit_clip_s_max","{:.1f}","1.4"
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|two_point|ensemble|dispatch_limit_clip_s_max","{:.1f}","4.6"
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|load_follow|ensemble|dispatch_limit_clip_s_max","{:.1f}","0.0"
"dispatch_trade_v2_r22b|strategies|pin|worst_case_unserved_bus_kWh","{:.6f}","0.010496"
"dispatch_trade_v2_r22b|strategies|pin|worst_case_unserved_wheel_kWh","{:.6f}","0.471600"
"dispatch_trade_v2_r22b|strategies|pin|worst_unserved_bus_fraction_of_bus_energy","{:.2e}","1.40e-04"
"dispatch_trade_v2_r22b|strategies|pin|dr2_strict_eligible","{}","False"
"dispatch_trade_v2_r22b|strategies|pin|DR2_eligible","{}","False"
"dispatch_trade_v2_r22b|strategies|pin|DR1_pass_all_cases","{}","False"
"dispatch_trade_v2_r22b|strategies|pin|worst_case_pct_vs_best_any_case","{:+.2f}","+1.93"
"dispatch_trade_v2_r22b|strategies|two_point|worst_case_unserved_bus_kWh","{:.6f}","0.010496"
"dispatch_trade_v2_r22b|strategies|two_point|worst_case_unserved_wheel_kWh","{:.6f}","0.471600"
"dispatch_trade_v2_r22b|strategies|two_point|worst_unserved_bus_fraction_of_bus_energy","{:.2e}","1.40e-04"
"dispatch_trade_v2_r22b|strategies|two_point|dr2_strict_eligible","{}","False"
"dispatch_trade_v2_r22b|strategies|two_point|DR2_eligible","{}","False"
"dispatch_trade_v2_r22b|strategies|two_point|DR1_pass_all_cases","{}","False"
"dispatch_trade_v2_r22b|strategies|two_point|worst_case_pct_vs_best_any_case","{:+.2f}","+3.22"
"dispatch_trade_v2_r22b|strategies|load_follow|worst_case_unserved_bus_kWh","{:.6f}","0.000000"
"dispatch_trade_v2_r22b|strategies|load_follow|worst_case_unserved_wheel_kWh","{:.6f}","0.471600"
"dispatch_trade_v2_r22b|strategies|load_follow|worst_unserved_bus_fraction_of_bus_energy","{:.2e}","0.00e+00"
"dispatch_trade_v2_r22b|strategies|load_follow|dr2_strict_eligible","{}","False"
"dispatch_trade_v2_r22b|strategies|load_follow|DR2_eligible","{}","False"
"dispatch_trade_v2_r22b|strategies|load_follow|DR1_pass_all_cases","{}","True"
"dispatch_trade_v2_r22b|strategies|load_follow|worst_case_pct_vs_best_any_case","{:+.2f}","+0.00"
"dispatch_sensitivity|notch_height|continuous_rating (of record)|notch_shaft_kW","{:.1f}","132.0"
"dispatch_sensitivity|notch_height|continuous_rating (of record)|fuel_energy_kWh_per_km_median","{:.4f}","1.7638"
"dispatch_sensitivity|notch_height|continuous_rating (of record)|genset_starts_per_h_max","{:.2f}","7.65"
"dispatch_sensitivity|notch_height|continuous_rating (of record)|setpoint_transitions_per_h_max","{:.0f}","374"
"dispatch_sensitivity|notch_height|0.75 x continuous rating|notch_shaft_kW","{:.1f}","99.0"
"dispatch_sensitivity|notch_height|0.75 x continuous rating|fuel_energy_kWh_per_km_median","{:.4f}","1.7346"
"dispatch_sensitivity|notch_height|0.75 x continuous rating|genset_starts_per_h_max","{:.2f}","6.57"
"dispatch_sensitivity|notch_height|0.75 x continuous rating|setpoint_transitions_per_h_max","{:.0f}","290"
"dispatch_sensitivity|notch_height|0.90 x continuous rating|notch_shaft_kW","{:.1f}","118.8"
"dispatch_sensitivity|notch_height|0.90 x continuous rating|fuel_energy_kWh_per_km_median","{:.4f}","1.7443"
"dispatch_sensitivity|notch_height|0.90 x continuous rating|genset_starts_per_h_max","{:.2f}","5.46"
"dispatch_sensitivity|notch_height|0.90 x continuous rating|setpoint_transitions_per_h_max","{:.0f}","291"
"dispatch_sensitivity|notch_filter_tau_s|30|fuel_energy_kWh_per_km_median","{:.4f}","1.7620"
"dispatch_sensitivity|notch_filter_tau_s|30|genset_starts_per_h_max","{:.2f}","7.65"
"dispatch_sensitivity|notch_filter_tau_s|30|setpoint_transitions_per_h_max","{:.0f}","353"
"dispatch_sensitivity|notch_filter_tau_s|120|fuel_energy_kWh_per_km_median","{:.4f}","1.7386"
"dispatch_sensitivity|notch_filter_tau_s|120|genset_starts_per_h_max","{:.2f}","4.92"
"dispatch_sensitivity|notch_filter_tau_s|120|setpoint_transitions_per_h_max","{:.0f}","255"
"dispatch_sensitivity|genset_slew_rate_kW_per_s|_purpose","{}","a pure-series genset's speed is decoupled from road speed, so its RATE of set-point change is a free control parameter. This sweep prices the fuel cost of a gentler ramp for the load-following candidate - the supervisor's direct answer to an NVH objection."
"dispatch_sensitivity|genset_slew_rate_kW_per_s|rates|10|fuel_energy_kWh_per_km_median","{:.4f}","1.7172"
"dispatch_sensitivity|genset_slew_rate_kW_per_s|rates|10|setpoint_transitions_per_h_max","{:.0f}","5205"
"dispatch_sensitivity|genset_slew_rate_kW_per_s|rates|10|nvh_events_per_h_max","{:.0f}","2406"
"dispatch_sensitivity|genset_slew_rate_kW_per_s|rates|10|dpdt_p95_kW_per_s_max","{:.2f}","15.95"
"dispatch_sensitivity|genset_slew_rate_kW_per_s|rates|10|unserved_kwh_max","{:.5f}","0.00000"
"dispatch_sensitivity|genset_slew_rate_kW_per_s|rates|25|fuel_energy_kWh_per_km_median","{:.4f}","1.7170"
"dispatch_sensitivity|genset_slew_rate_kW_per_s|rates|25|setpoint_transitions_per_h_max","{:.0f}","5353"
"dispatch_sensitivity|genset_slew_rate_kW_per_s|rates|25|nvh_events_per_h_max","{:.0f}","2672"
"dispatch_sensitivity|genset_slew_rate_kW_per_s|rates|25|dpdt_p95_kW_per_s_max","{:.2f}","20.90"
"dispatch_sensitivity|genset_slew_rate_kW_per_s|rates|25|unserved_kwh_max","{:.5f}","0.00000"
"dispatch_sensitivity|genset_slew_rate_kW_per_s|rates|50|fuel_energy_kWh_per_km_median","{:.4f}","1.7170"
"dispatch_sensitivity|genset_slew_rate_kW_per_s|rates|50|setpoint_transitions_per_h_max","{:.0f}","5277"
"dispatch_sensitivity|genset_slew_rate_kW_per_s|rates|50|nvh_events_per_h_max","{:.0f}","2683"
"dispatch_sensitivity|genset_slew_rate_kW_per_s|rates|50|dpdt_p95_kW_per_s_max","{:.2f}","20.47"
"dispatch_sensitivity|genset_slew_rate_kW_per_s|rates|50|unserved_kwh_max","{:.5f}","0.00000"
"dispatch_sensitivity|load_following_floor|_purpose","{}","The R22b load-following candidate is run with WS4's own 25 kW SHAFT floor, which is what makes it comparable with interface_ws4.series_duty_v2's companion. The 10 Hz reference trace shows the consequence: through surplus stretches (descents, long coasts) the engine holds that floor and burns fuel to charge a pack that regen is already filling. This sweep prices the obvious supervisory refinement - stop the engine instead - as a SENSITIVITY. It is NOT one of the three R22b candidates and it did not decide the recommendation."
"dispatch_sensitivity|load_following_floor|variants|ws4_25kW_shaft_floor|fuel_energy_kWh_per_km_median","{:.4f}","1.7170"
"dispatch_sensitivity|load_following_floor|variants|ws4_25kW_shaft_floor|genset_starts_per_h_max","{:.2f}","1.10"
"dispatch_sensitivity|load_following_floor|variants|ws4_25kW_shaft_floor|genset_on_frac_median","{:.3f}","0.823"
"dispatch_sensitivity|load_following_floor|variants|ws4_25kW_shaft_floor|setpoint_transitions_per_h_max","{:.0f}","5353"
"dispatch_sensitivity|load_following_floor|variants|stop_on_surplus|fuel_energy_kWh_per_km_median","{:.4f}","1.7531"
"dispatch_sensitivity|load_following_floor|variants|stop_on_surplus|genset_starts_per_h_max","{:.2f}","24.03"
"dispatch_sensitivity|load_following_floor|variants|stop_on_surplus|genset_on_frac_median","{:.3f}","0.807"
"dispatch_sensitivity|load_following_floor|variants|stop_on_surplus|setpoint_transitions_per_h_max","{:.0f}","5933"
"dispatch_sensitivity|load_following_floor|fuel_gain_from_stopping_pct","{:+.2f}","-2.11"
"control_constants|START_FUEL_G","{:.0f}","12"
"dispatch_trade_v2_r22b|recommendation|label","{}","load-following (R22b c)"
"dispatch_trade_v2_r22b|recommendation|rule_applied","{}","DR1 fallback (no strategy satisfied DR2)"
"dispatch_trade_v2_r22b|recommendation|nominal_median_fuel_kWh_per_km","{:.4f}","1.7170"
"dispatch_trade_v2_r22b|recommendation|nvh_index","{:.1f}","596.2"
"dispatch_trade_v2_r22b|recommendation|margin_vs_worst_pct","{:.2f}","2.73"
"dispatch_trade_v2_r22b|recommendation|nominal_median_fuel_by_strategy|pin","{:.4f}","1.7238"
"dispatch_trade_v2_r22b|recommendation|worst_case_pct_vs_best_any_case_by_strategy|pin","{:+.2f}","+1.93"
"dispatch_trade_v2_r22b|recommendation|nvh_index_by_strategy|pin","{:.1f}","88.0"
"dispatch_trade_v2_r22b|recommendation|nominal_median_fuel_by_strategy|two_point","{:.4f}","1.7638"
"dispatch_trade_v2_r22b|recommendation|worst_case_pct_vs_best_any_case_by_strategy|two_point","{:+.2f}","+3.22"
"dispatch_trade_v2_r22b|recommendation|nvh_index_by_strategy|two_point","{:.1f}","49.9"
"dispatch_trade_v2_r22b|recommendation|nominal_median_fuel_by_strategy|load_follow","{:.4f}","1.7170"
"dispatch_trade_v2_r22b|recommendation|worst_case_pct_vs_best_any_case_by_strategy|load_follow","{:+.2f}","+0.00"
"dispatch_trade_v2_r22b|recommendation|nvh_index_by_strategy|load_follow","{:.1f}","596.2"
"dispatch_trade_v2_r22b|recommendation|eligible_strategies_DR2","{}","[]"
"dispatch_trade_v2_r22b|recommendation|within_1pct_of_best_DR1","{}","[]"
"dispatch_trade_v2_r22b|recommendation|within_1pct_and_passing_the_DR1_all_case_clause","{}","[]"
"esc9_dispatch_limit|worst_unserved_bus_kWh_reserve_on|value","{:.4f}","0.0000"
"esc9_dispatch_limit|worst_unserved_bus_kWh_pin_reserve_off|value","{:.4f}","0.4016"
"v1_dispatch_r19|_ruling","{}","R19 (BASELINE_v2): WS3's delivered 3.0 kWh hysteresis band on 11.08 kWh usable governs; 16-25 starts/shift at the 35 kW bus fixed point is the ratified scale"
"v1_dispatch_r19|fixed_point_bus_kW","{:.0f}","35"
"v1_dispatch_r19|band_kWh","{:.1f}","3.0"
"v1_dispatch_r19|fixed_point|p_shaft_kw","{:.2f}","37.08"
"v1_dispatch_r19|fixed_point|rpm","{:.0f}","1572"
"v1_dispatch_r19|fixed_point|trq_Nm","{:.1f}","225.3"
"v1_dispatch_r19|fixed_point|bsfc","{:.2f}","230.35"
"v1_dispatch_r19|volt_sub_ensemble|genset_starts_per_8h_shift_min","{:.1f}","16.5"
"v1_dispatch_r19|volt_sub_ensemble|genset_starts_per_8h_shift_max","{:.1f}","24.8"
"v1_dispatch_r19|volt_sub_ensemble|genset_starts_per_8h_shift_min_governing_case","{}","seed 3 of the enumerated 8-seed VOLT-SUB [V1] ensemble"
"v1_dispatch_r19|volt_sub_ensemble|genset_starts_per_8h_shift_max_governing_case","{}","seed 7 of the enumerated 8-seed VOLT-SUB [V1] ensemble"
"v1_dispatch_r19|inside_ratified_band","{}","True"
"v1_dispatch_r19|volt_sub_ensemble|fuel_energy_kWh_per_km_min","{:.4f}","1.4056"
"v1_dispatch_r19|volt_sub_ensemble|fuel_energy_kWh_per_km_median","{:.4f}","1.4195"
"v1_dispatch_r19|volt_sub_ensemble|fuel_energy_kWh_per_km_max","{:.4f}","1.4323"
"v1_dispatch_r19|volt_sub_ensemble|l_per_100km_min","{:.2f}","14.21"
"v1_dispatch_r19|volt_sub_ensemble|l_per_100km_median","{:.2f}","14.35"
"v1_dispatch_r19|volt_sub_ensemble|l_per_100km_max","{:.2f}","14.48"
"v1_dispatch_r19|volt_sub_ensemble|genset_on_frac_min","{:.3f}","0.243"
"v1_dispatch_r19|volt_sub_ensemble|genset_on_frac_median","{:.3f}","0.284"
"v1_dispatch_r19|volt_sub_ensemble|genset_on_frac_max","{:.3f}","0.297"
"v1_dispatch_r19|volt_sub_ensemble|soc_min_min","{:.3f}","0.407"
"v1_dispatch_r19|volt_sub_ensemble|soc_min_median","{:.3f}","0.411"
"v1_dispatch_r19|volt_sub_ensemble|soc_min_max","{:.3f}","0.414"
"v1_dispatch_r19|volt_sub_ensemble|unserved_kwh_min","{:.5f}","0.00000"
"v1_dispatch_r19|volt_sub_ensemble|unserved_kwh_median","{:.5f}","0.00000"
"v1_dispatch_r19|volt_sub_ensemble|unserved_kwh_max","{:.5f}","0.00000"
"v1_dispatch_r19|volt_sub_ensemble|e_fric_kwh_min","{:.4f}","0.2132"
"v1_dispatch_r19|volt_sub_ensemble|e_fric_kwh_median","{:.4f}","0.2603"
"v1_dispatch_r19|volt_sub_ensemble|e_fric_kwh_max","{:.4f}","0.3029"
"v1_dispatch_r19|v2_on_volt_sub_ensemble|fuel_energy_kWh_per_km_median","{:.4f}","1.3081"
"v1_dispatch_r19|v2_on_volt_sub_ensemble|genset_starts_per_8h_shift_max","{:.1f}","16.5"
"v1_dispatch_r19|v2_on_volt_sub_ensemble|unserved_kwh_max","{:.5f}","0.00000"
"v1_dispatch_r19|v1_on_volt_reg_probe|_ruling","{}","R5 (BASELINE_v1): 'V1 is formally a sub-80 km/h vehicle... V1 shall not be dispatched on regional/highway work, and VOLT-REG is not a V1 cycle.' The assignment's deliverable line asks for closure over VOLT-SUB and VOLT-REG for both variants; R5 forbids the V1 x VOLT-REG combination as a duty case. WS5 runs it as a probe, draws no design conclusion from it, and raises the tension as an escalation citing R5."
"v1_dispatch_r19|v1_on_volt_reg_probe|ensemble|fuel_energy_kWh_per_km_median","{:.4f}","2.0401"
"v1_dispatch_r19|v1_on_volt_reg_probe|ensemble|unserved_kwh_max","{:.3f}","13.900"
"v1_dispatch_r19|v1_on_volt_reg_probe|ensemble|unserved_wheel_kwh_max","{:.3f}","0.000"
"v1_dispatch_r19|v1_on_volt_reg_probe|charge_sustaining_ceiling_kmh_ws4","{:.1f}","76.5"
"blending_r15|_ruling","{}","R15 (BASELINE_v2)"
"blending_r15|no_plumbing_coupling","{}","R15 grants WS3's functional goal ELECTRICALLY: the 8 kW heater feeds from the DC bus. The resistor stays forced-air and shares no failure domain with the pack loop."
"blending_r15|coexisting_bus_loads_kW|resistor_blower","{:.2f}","1.45"
"blending_r15|coexisting_bus_loads_kW|pack_heater","{:.1f}","8.0"
"interface_ws5|blend_order_r15|resistor_kW_ceiling","{:.1f}","150.2"
"interface_ws5|blend_order_r15|resistor_kW_guaranteed_any_bus_voltage","{:.1f}","50.0"
"dispatch_trade_v2_r22b|cases|nominal|strategies|load_follow|ensemble|e_pack_chg_kwh_max","{:.3f}","3.782"
"dispatch_trade_v2_r22b|cases|nominal|strategies|load_follow|ensemble|e_htr_kwh_max","{:.3f}","0.000"
"dispatch_trade_v2_r22b|cases|nominal|strategies|load_follow|ensemble|e_res_kwh_max","{:.3f}","0.000"
"dispatch_trade_v2_r22b|cases|nominal|strategies|load_follow|ensemble|e_fric_kwh_max","{:.3f}","0.615"
"dispatch_trade_v2_r22b|cases|nominal|strategies|load_follow|ensemble|regen_shed_r16_kwh_max","{:.4f}","0.0000"
"dispatch_trade_v2_r22b|cases|cda_5.4|strategies|load_follow|ensemble|e_pack_chg_kwh_max","{:.3f}","3.195"
"dispatch_trade_v2_r22b|cases|cda_5.4|strategies|load_follow|ensemble|e_htr_kwh_max","{:.3f}","0.000"
"dispatch_trade_v2_r22b|cases|cda_5.4|strategies|load_follow|ensemble|e_res_kwh_max","{:.3f}","0.000"
"dispatch_trade_v2_r22b|cases|cda_5.4|strategies|load_follow|ensemble|e_fric_kwh_max","{:.3f}","0.569"
"dispatch_trade_v2_r22b|cases|cda_5.4|strategies|load_follow|ensemble|regen_shed_r16_kwh_max","{:.4f}","0.0000"
"dispatch_trade_v2_r22b|cases|alt2000m_45C|strategies|load_follow|ensemble|e_pack_chg_kwh_max","{:.3f}","4.644"
"dispatch_trade_v2_r22b|cases|alt2000m_45C|strategies|load_follow|ensemble|e_htr_kwh_max","{:.3f}","0.000"
"dispatch_trade_v2_r22b|cases|alt2000m_45C|strategies|load_follow|ensemble|e_res_kwh_max","{:.3f}","0.000"
"dispatch_trade_v2_r22b|cases|alt2000m_45C|strategies|load_follow|ensemble|e_fric_kwh_max","{:.3f}","0.666"
"dispatch_trade_v2_r22b|cases|alt2000m_45C|strategies|load_follow|ensemble|regen_shed_r16_kwh_max","{:.4f}","0.0000"
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|load_follow|ensemble|e_pack_chg_kwh_max","{:.3f}","3.782"
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|load_follow|ensemble|e_htr_kwh_max","{:.3f}","0.000"
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|load_follow|ensemble|e_res_kwh_max","{:.3f}","0.000"
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|load_follow|ensemble|e_fric_kwh_max","{:.3f}","0.615"
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|load_follow|ensemble|regen_shed_r16_kwh_max","{:.4f}","0.0000"
"blending_r15|worst_friction_kWh_on_duty|value","{:.3f}","0.666"
"blending_r15|worst_friction_kWh_on_duty|governing_case","{}","alt2000m_45C"
"blending_r15|worst_resistor_kWh_on_duty|value","{:.3f}","0.000"
"blending_r15|worst_resistor_kWh_on_duty|governing_case","{}","nominal"
"traction_control_e23|law","{}","T_wheel <= mu_est*N_r_est*r_dyn/(1 -+ mu_est*h/L)"
"traction_control_e23|law_as_implemented","{}","F_max = mu . N_rear_static / (1 -+ mu.h/L); N_rear_static = m.g.(share_r.cos(theta) + sin(theta).h/L). Reproduces WS2's exported traction envelope and mu_required exactly at grade 0 (sanity_checks)."
"traction_control_e23|_regen_method","{}","WS1 s4.16 defines the regen half of E23 as the PEAK REGEN FORCE AT THE WHEEL with the 75 kW absorb cap applied, at the operating curb mass. WS5 reproduces that method exactly (WS1's regen_split, consumed read-only) and reports it as an 8-seed envelope, which R9 requires and WS1's single-number table did not carry."
"traction_control_e23|cases|empty_truck_regen_stop|mu_required","{:.3f}","0.362"
"traction_control_e23|cases|gvw_regen_stop|mu_required","{:.3f}","0.265"
"traction_control_e23|cases|empty_truck_regen_stop_volt_reg|mu_required","{:.3f}","0.353"
"traction_control_e23|cases|launch_13.5kN_curb|mu_required","{:.3f}","0.654"
"traction_control_e23|cases|launch_13.5kN_gvw|mu_required","{:.3f}","0.294"
"traction_control_e23|cases|empty_truck_regen_stop_6pct_descent|mu_required","{:.3f}","0.375"
"traction_control_e23|ruled_values_check|empty_truck_regen_peak_force_kN_modelled_8seed_max","{:.2f}","5.80"
"traction_control_e23|ruled_values_check|empty_truck_regen_peak_force_kN_ws1_table","{:.1f}","5.8"
"traction_control_e23|ruled_values_check|reading","{}","WS1 s4.16's table is reproduced by WS5's independent implementation: 5.8 kN / mu 0.36 empty and mu 0.26 at GVW on the regen side, mu 0.66 curb / 0.29 GVW on the launch side. The launch figures agree with WS2's exported mu_required to machine precision (sanity_checks). The NEW result is the descent aggravation, which E23 does not name."
"traction_control_e23|descent_penalty_pct","{:+.1f}","+3.5"
"descent_r2_r17|_ruling","{}","R2 / R17 (BASELINE_v1/v2): the dynamic-brake resistor is the retardation sink; 50 kW continuous is a CAPABILITY requirement over the full descent, and the blend order owns the energy. R15 fixes the order: regen-to-pack -> pack heater (R16 band) -> resistor -> friction"
"descent_r2_r17|case_of_record","{}","10 km sustained 6% descent - WS3's descent case of record (descent_thermal rows), re-run under the WS5 blend order"
"descent_r2_r17|_entry_states","{}","Every descent row is run from two entry states: WS3's 0.55 SOC target, and 0.95 of usable - the truck that crests with a nearly-full buffer. The second is the case R2 exists for; reporting only the first would flatter the architecture, because the pack's headroom does most of the work on a single descent from mid-SOC."
"descent_r2_r17|worst_friction_kWh_resistor_healthy|value","{:.3f}","0.001"
"descent_r2_r17|worst_friction_kWh_resistor_healthy|governing_case","{}","payload120/45C/25kmh/soc0.55 (WS3 target)/resistor_healthy"
"descent_r2_r17|worst_friction_kWh_resistor_lost|value","{:.2f}","8.10"
"descent_r2_r17|worst_friction_kWh_resistor_lost|governing_case","{}","payload120/45C/25kmh/soc0.95 (crest, buffer nearly full)/resistor_lost"
"descent_r2_r17|worst_friction_kWh_resistor_lost_with_isg|value","{:.2f}","4.77"
"descent_r2_r17|worst_friction_kWh_resistor_lost_with_isg|governing_case","{}","payload120/45C/55kmh/soc0.95 (crest, buffer nearly full)/resistor_lost_with_isg_motoring"
"descent_r2_r17|by_entry_state|soc0.55 (WS3 target)|worst_friction_kWh_resistor_lost","{:.2f}","3.02"
"descent_r2_r17|by_entry_state|soc0.55 (WS3 target)|worst_mean_friction_kW_resistor_lost","{:.1f}","11.6"
"descent_r2_r17|by_entry_state|soc0.55 (WS3 target)|worst_resistor_kWh_healthy","{:.2f}","2.99"
"descent_r2_r17|by_entry_state|soc0.95 (crest, buffer nearly full)|worst_friction_kWh_resistor_lost","{:.2f}","8.10"
"descent_r2_r17|by_entry_state|soc0.95 (crest, buffer nearly full)|worst_mean_friction_kW_resistor_lost","{:.1f}","40.9"
"descent_r2_r17|by_entry_state|soc0.95 (crest, buffer nearly full)|worst_resistor_kWh_healthy","{:.2f}","8.03"
"descent_r2_r17|worst_resistor_peak_kW|value","{:.1f}","46.9"
"descent_r2_r17|worst_resistor_peak_kW|governing_case","{}","payload120/45C/85kmh/soc0.95 (crest, buffer nearly full)/resistor_healthy"
"interface_ws5|blend_order_r15|resistor_kW_ceiling","{:.1f}","150.2"
"interface_ws5|blend_order_r15|resistor_kW_guaranteed_any_bus_voltage","{:.0f}","50"
"descent_r2_r17|worst_friction_kWh_resistor_lost|value","{:.2f}","8.10"
"descent_r2_r17|worst_friction_kWh_resistor_lost_row_mean_kW","{:.1f}","20.0"
"descent_r2_r17|worst_friction_kWh_resistor_lost_row_duration_s","{:.0f}","1460"
"descent_r2_r17|worst_friction_kWh_resistor_lost|governing_case","{}","payload120/45C/25kmh/soc0.95 (crest, buffer nearly full)/resistor_lost"
"descent_r2_r17|worst_mean_friction_kW_resistor_lost|value","{:.1f}","40.9"
"descent_r2_r17|worst_mean_friction_kW_resistor_lost_row_kWh","{:.2f}","6.07"
"descent_r2_r17|worst_mean_friction_kW_resistor_lost_row_duration_s","{:.0f}","534"
"descent_r2_r17|worst_mean_friction_kW_resistor_lost|governing_case","{}","payload120/45C/70kmh/soc0.95 (crest, buffer nearly full)/resistor_lost"
"descent_r2_r17|worst_peak_friction_kW_resistor_lost|value","{:.1f}","49.3"
"descent_r2_r17|worst_peak_friction_kW_resistor_lost|governing_case","{}","payload120/45C/85kmh/soc0.95 (crest, buffer nearly full)/resistor_lost"
"descent_r2_r17|_extrema_are_different_rows","{}","worst_friction_kWh_resistor_lost and worst_mean_friction_kW_resistor_lost are maxima over the same enumerated descent grid but are attained on DIFFERENT rows: energy peaks at the slowest speed (the longest time on the grade), mean power at the fastest. Each therefore carries its own row's companion value (*_row_mean_kW / *_row_kWh / *_row_duration_s). They must not be quoted together as one operating point."
"descent_r2_r17|worst_friction_kWh_resistor_lost|value","{:.2f}","8.10"
"descent_r2_r17|worst_friction_kWh_resistor_lost_row_mean_kW","{:.1f}","20.0"
"descent_r2_r17|worst_friction_kWh_resistor_lost_row_duration_s","{:.0f}","1460"
"descent_r2_r17|worst_mean_friction_kW_resistor_lost|value","{:.1f}","40.9"
"descent_r2_r17|worst_mean_friction_kW_resistor_lost_row_duration_s","{:.0f}","534"
"descent_r2_r17|isg_motoring_status","{}","[WS5-PROPOSED] The crank-mounted ISG can motor the engine, fuel off, against its own friction and pumping work. Reproduces WS4's declared motoring anchor at 1,706 rpm; at the rated-continuous speed it absorbs 15.3 kW at the bus. This is NOT a ruled capability: it needs WS4 sign-off on continuous motoring (engine oiling, generator thermal), a WS7 test, and one declared simplification WS5 makes here: the sink is applied instantly, whereas a stopped engine must first be spun up through the same load-acceptance path a start uses. The fault matrix states the resistor-loss case BOTH with and without it."
"descent_r2_r17|isg_motoring_sink_kW","{:.1f}","15.3"
"descent_r2_r17|worst_friction_kWh_resistor_lost|value","{:.2f}","8.10"
"descent_r2_r17|worst_friction_kWh_resistor_lost_with_isg|value","{:.2f}","4.77"
"trace_files|fault_resistor_loss_descent|file","{}","data/trace_V2_descent6pct-70kmh_resistor-loss_seed0_10Hz.csv"
"dispatch_trade_v2_r22b|cases|nominal|strategies|load_follow|ensemble|t_cell_min_C_min","{:.1f}","25.0"
"dispatch_trade_v2_r22b|cases|nominal|strategies|load_follow|ensemble|t_cell_peak_C_max","{:.1f}","28.7"
"dispatch_trade_v2_r22b|cases|nominal|strategies|load_follow|ensemble|tj_peak_C_max","{:.1f}","121.3"
"control_constants|T_COOLANT_LT_MAX_C","{:.0f}","65"
"control_constants|LT_RISE_K","{:.0f}","20"
"dispatch_trade_v2_r22b|cases|nominal|strategies|load_follow|ensemble|pack_heat_kwh_max","{:.3f}","0.636"
"dispatch_trade_v2_r22b|cases|nominal|strategies|load_follow|ensemble|tc_regen_limited_s_max","{:.1f}","0.0"
"dispatch_trade_v2_r22b|cases|nominal|strategies|load_follow|ensemble|tc_drive_limited_s_max","{:.1f}","0.0"
"dispatch_trade_v2_r22b|cases|cda_5.4|strategies|load_follow|ensemble|t_cell_min_C_min","{:.1f}","25.0"
"dispatch_trade_v2_r22b|cases|cda_5.4|strategies|load_follow|ensemble|t_cell_peak_C_max","{:.1f}","26.9"
"dispatch_trade_v2_r22b|cases|cda_5.4|strategies|load_follow|ensemble|tj_peak_C_max","{:.1f}","133.5"
"control_constants|T_COOLANT_LT_MAX_C","{:.0f}","65"
"control_constants|LT_RISE_K","{:.0f}","20"
"dispatch_trade_v2_r22b|cases|cda_5.4|strategies|load_follow|ensemble|pack_heat_kwh_max","{:.3f}","0.477"
"dispatch_trade_v2_r22b|cases|cda_5.4|strategies|load_follow|ensemble|tc_regen_limited_s_max","{:.1f}","0.0"
"dispatch_trade_v2_r22b|cases|cda_5.4|strategies|load_follow|ensemble|tc_drive_limited_s_max","{:.1f}","0.0"
"dispatch_trade_v2_r22b|cases|alt2000m_45C|strategies|load_follow|ensemble|t_cell_min_C_min","{:.1f}","45.0"
"dispatch_trade_v2_r22b|cases|alt2000m_45C|strategies|load_follow|ensemble|t_cell_peak_C_max","{:.1f}","47.9"
"dispatch_trade_v2_r22b|cases|alt2000m_45C|strategies|load_follow|ensemble|tj_peak_C_max","{:.1f}","131.2"
"control_constants|T_COOLANT_LT_MAX_C","{:.0f}","65"
"control_constants|LT_RISE_K","{:.0f}","20"
"dispatch_trade_v2_r22b|cases|alt2000m_45C|strategies|load_follow|ensemble|pack_heat_kwh_max","{:.3f}","0.535"
"dispatch_trade_v2_r22b|cases|alt2000m_45C|strategies|load_follow|ensemble|tc_regen_limited_s_max","{:.1f}","0.0"
"dispatch_trade_v2_r22b|cases|alt2000m_45C|strategies|load_follow|ensemble|tc_drive_limited_s_max","{:.1f}","0.0"
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|load_follow|ensemble|t_cell_min_C_min","{:.1f}","-10.0"
